DT_REFER;DENOM_CIA;Ativo Circulante;Ativo Não Circulante;Ativo Total;Passivo Circulante;Passivo Não Circulante;Passivo Total;Patrimônio Líquido Consolidado;passivo
2013-12-31;SUZANO HOLDING S.A.;6549811.0;20948743.0;27498554.0;2309675.0;14312326.0;27498554.0;10876553.0;16622001.0
2013-12-31;SUZANO S.A.;6471714.0;20677629.0;27149343.0;2281390.0;14180714.0;27149343.0;10687239.0;16462104.0
2013-12-31;TAURUS ARMAS S.A.;782672.0;401422.0;1184094.0;737474.0;300627.0;1184094.0;145993.0;1038101.0
2013-12-31;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;1788028.0;7366051.0;9154079.0;1097570.0;3751445.0;9154079.0;4305064.0;4849015.0
2013-12-31;TRONOX PIGMENTOS DO BRASIL S.A.;324966.0;234682.0;559648.0;85691.0;52508.0;559648.0;421449.0;138199.0
2013-12-31;UNICASA INDÚSTRIA DE MÓVEIS S.A.;114385.0;142501.0;256886.0;46427.0;5156.0;256886.0;205303.0;51583.0
2013-12-31;VALE S.A.;57104708.0;234775603.0;291880311.0;22517296.0;117240949.0;291880311.0;152122066.0;139758245.0
2013-12-31;VALID SOLUÇÕES S.A.;554002.0;618954.0;1172956.0;191225.0;438261.0;1172956.0;543470.0;629486.0
2013-12-31;VIX LOGÍSTICA S/A;274536.0;720044.0;994580.0;234018.0;514823.0;994580.0;245739.0;748841.0
2013-12-31;VULCABRAS S.A.;667608.0;599952.0;1267560.0;609147.0;524939.0;1267560.0;133474.0;1134086.0
2013-12-31;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;355610.0;333407.0;689017.0;160116.0;49058.0;689017.0;479843.0;209174.0
2013-12-31;YDUQS PARTICIPACOES S.A.;1270001.0;868650.0;2138651.0;290109.0;330900.0;2138651.0;1517642.0;621009.0
2014-12-31;ALIANSCE SONAE SHOPPING CENTERS S.A.;397844.0;4344489.0;4742333.0;187627.0;1385259.0;4742333.0;3169447.0;1572886.0
2014-12-31;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;126068.0;599140.0;725208.0;112035.0;140740.0;725208.0;472433.0;252775.0
2014-12-31;ALUPAR INVESTIMENTO S/A;2168072.0;6760099.0;8928171.0;1093591.0;3956271.0;8928171.0;3878309.0;5049862.0
2014-12-31;AMBEV S.A.;20728421.0;51414782.0;72143203.0;21824783.0;6673751.0;72143203.0;43644669.0;28498534.0
2014-12-31;B3 S.A. - BRASIL, BOLSA, BALCÃO;2785239.0;22753024.0;25538263.0;1891833.0;4658027.0;25538263.0;18988403.0;6549860.0
2014-12-31;BB SEGURIDADE PARTICIPAÇÕES S.A.;2964080.0;7418601.0;10382681.0;1431921.0;1026776.0;10382681.0;7923984.0;2458697.0
2014-12-31;BR PROPERTIES S.A.;940533.0;11041572.0;11982105.0;512532.0;5401427.0;11982105.0;6068146.0;5913959.0
2014-12-31;BRASKEM S.A.;14761199.0;34660552.0;49421751.0;14083292.0;29444109.0;49421751.0;5894350.0;43527401.0
2014-12-31;BRF S.A.;17488245.0;18615490.0;36103735.0;9569126.0;10844666.0;36103735.0;15689943.0;20413792.0
2014-12-31;CCR S.A.;2531046.0;14692130.0;17223176.0;4514031.0;9038932.0;17223176.0;3670213.0;13552963.0
2014-12-31;CIA SIDERURGICA NACIONAL;15935502.0;33831598.0;49767100.0;6362938.0;37669187.0;49767100.0;5734975.0;44032125.0
2014-12-31;CIA TECIDOS SANTANENSE;232660.0;208745.0;441405.0;118933.0;50881.0;441405.0;271591.0;169814.0
2014-12-31;COGNA EDUCAÇÃO S.A.;1450571.0;14035609.0;15486180.0;945905.0;3093867.0;15486180.0;11446408.0;4039772.0
2014-12-31;CONSTRUTORA ADOLPHO LINDENBERG S.A.;20710.0;23340.0;44050.0;12892.0;15411.0;44050.0;15747.0;28303.0
2014-12-31;COSAN S.A.;3408388.0;23695324.0;27103712.0;2545209.0;12109230.0;27103712.0;12449273.0;14654439.0
2014-12-31;CPFL ENERGIAS RENOVÁVEIS S.A.;1166224.0;10469652.0;11635876.0;1019959.0;6273419.0;11635876.0;4342498.0;7293378.0
2014-12-31;DOHLER S.A.;292375.0;332115.0;624490.0;59326.0;94081.0;624490.0;471083.0;153407.0
2014-12-31;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;922700.0;5779170.0;6701870.0;1274886.0;3642798.0;6701870.0;1784186.0;4917684.0
2014-12-31;EMBPAR PARTICIPAÇÕES S/A;137015.0;130330.0;267345.0;276388.0;55767.0;267345.0;-64810.0;332155.0
2014-12-31;EMBRAER S.A.;15434358.0;12219242.0;27653600.0;6781058.0;10607056.0;27653600.0;10265486.0;17388114.0
2014-12-31;ENAUTA PARTICIPAÇÕES S.A.;1339715.0;1831347.0;3171062.0;110607.0;531627.0;3171062.0;2528828.0;642234.0
2014-12-31;ENGIE BRASIL ENERGIA S.A.;3284956.0;10335590.0;13620546.0;1954081.0;6011516.0;13620546.0;5654949.0;7965597.0
2014-12-31;GERDAU S.A.;20682739.0;42359591.0;63042330.0;7772796.0;22015000.0;63042330.0;33254534.0;29787796.0
2014-12-31;HIDROVIAS DO BRASIL S.A.;215213.0;1235541.0;1450754.0;153293.0;568092.0;1450754.0;729369.0;721385.0
2014-12-31;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;62608.0;487038.0;549646.0;164382.0;442469.0;549646.0;-57205.0;606851.0
2014-12-31;IGUA SANEAMENTO S.A.;321429.0;1315692.0;1637121.0;314676.0;1041974.0;1637121.0;280471.0;1356650.0
2014-12-31;JSL S.A.;2854393.0;4634918.0;7489311.0;1871356.0;4573076.0;7489311.0;1044879.0;6444432.0
2014-12-31;KLABIN S.A.;7899676.0;13274179.0;21173855.0;2518873.0;11596658.0;21173855.0;7058324.0;14115531.0
2014-12-31;MANGELS INDUSTRIAL S.A.;168172.0;249453.0;417625.0;76022.0;495991.0;417625.0;-154388.0;572013.0
2014-12-31;MOURA DUBEUX ENGENHARIA S/A;1433919.0;965876.0;2399795.0;496050.0;1244470.0;2399795.0;659275.0;1740520.0
2014-12-31;OMEGA GERAÇÃO S.A.;81575.0;729187.0;810762.0;78908.0;347825.0;810762.0;384029.0;426733.0
2014-12-31;OSX BRASIL S.A.;3734703.0;2314845.0;6049548.0;4891563.0;3024612.0;6049548.0;-1866627.0;7916175.0
2014-12-31;PADTEC HOLDING S.A.;484049.0;247370.0;731419.0;522925.0;126338.0;731419.0;82156.0;649263.0
2014-12-31;PBG S/A;497839.0;634509.0;1132348.0;460243.0;434825.0;1132348.0;237280.0;895068.0
2014-12-31;PETRO RIO S.A.;806236.0;254902.0;1061138.0;168321.0;271084.0;1061138.0;621733.0;439405.0
2014-12-31;POSITIVO TECNOLOGIA S.A.;1376155.0;383641.0;1759796.0;770417.0;328623.0;1759796.0;660756.0;1099040.0
2014-12-31;REDE ENERGIA PARTICIPAÇÕES S.A.;3712243.0;8203545.0;11915788.0;3155916.0;5795046.0;11915788.0;2964826.0;8950962.0
2014-12-31;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;1391138.0;584052.0;1975190.0;574361.0;482888.0;1975190.0;917941.0;1057249.0
2014-12-31;RUMO S.A.;2614330.0;13099843.0;15714173.0;8914124.0;4649769.0;15714173.0;2150280.0;13563893.0
2014-12-31;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;1444747.0;427052.0;1871799.0;1053068.0;346213.0;1871799.0;472518.0;1399281.0
2014-12-31;SER EDUCACIONAL S.A.;359356.0;889807.0;1249163.0;196679.0;425832.0;1249163.0;626652.0;622511.0
2014-12-31;SUZANO HOLDING S.A.;6658192.0;21809707.0;28467899.0;3091193.0;14839300.0;28467899.0;10537406.0;17930493.0
2014-12-31;SUZANO S.A.;6609424.0;21510032.0;28119456.0;3067645.0;14736679.0;28119456.0;10315132.0;17804324.0
2014-12-31;TAURUS ARMAS S.A.;574283.0;405480.0;979763.0;560708.0;366940.0;979763.0;52115.0;927648.0
2014-12-31;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;1786946.0;6871842.0;8658788.0;751767.0;3682389.0;8658788.0;4224632.0;4434156.0
2014-12-31;TRONOX PIGMENTOS DO BRASIL S.A.;302137.0;219358.0;521495.0;102086.0;56589.0;521495.0;362820.0;158675.0
2014-12-31;UNICASA INDÚSTRIA DE MÓVEIS S.A.;109884.0;160098.0;269982.0;70975.0;6118.0;269982.0;192889.0;77093.0
2014-12-31;VALE S.A.;53744764.0;255670768.0;309415532.0;28513757.0;131300152.0;309415532.0;149601623.0;159813909.0
2014-12-31;VALID SOLUÇÕES S.A.;614734.0;681480.0;1296214.0;299838.0;405815.0;1296214.0;590561.0;705653.0
2014-12-31;VIX LOGÍSTICA S/A;508756.0;720585.0;1229341.0;342538.0;405370.0;1229341.0;481433.0;747908.0
2014-12-31;VULCABRAS S.A.;729429.0;542085.0;1271514.0;595966.0;614539.0;1271514.0;61009.0;1210505.0
2014-12-31;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;246214.0;333366.0;579580.0;50389.0;44754.0;579580.0;484437.0;95143.0
2014-12-31;YDUQS PARTICIPACOES S.A.;1475750.0;2038436.0;3514186.0;398765.0;722561.0;3514186.0;2392860.0;1121326.0
2015-12-31;ALIANSCE SONAE SHOPPING CENTERS S.A.;340059.0;4560783.0;4900842.0;241638.0;1350274.0;4900842.0;3308930.0;1591912.0
2015-12-31;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;90280.0;395850.0;486130.0;78124.0;20291.0;486130.0;387715.0;98415.0
2015-12-31;ALUPAR INVESTIMENTO S/A;2320219.0;7691444.0;10011663.0;1927256.0;4017361.0;10011663.0;4067046.0;5944617.0
2015-12-31;AMBEV S.A.;28314489.0;61861745.0;90176234.0;30141913.0;9700688.0;90176234.0;50333633.0;39842601.0
2015-12-31;B3 S.A. - BRASIL, BOLSA, BALCÃO;8673786.0;17635109.0;26308895.0;2096785.0;5859897.0;26308895.0;18352213.0;7956682.0
2015-12-31;BB SEGURIDADE PARTICIPAÇÕES S.A.;2581154.0;8914524.0;11495678.0;2693187.0;1221723.0;11495678.0;7580768.0;3914910.0
2015-12-31;BR PROPERTIES S.A.;1539896.0;7622267.0;9162163.0;770889.0;3688322.0;9162163.0;4702952.0;4459211.0
2015-12-31;BRASKEM S.A.;17498487.0;42462807.0;59961294.0;16682229.0;41941354.0;59961294.0;1337711.0;58623583.0
2015-12-31;BRF S.A.;19180049.0;21207965.0;40388014.0;11621113.0;14931048.0;40388014.0;13835853.0;26552161.0
2015-12-31;CCR S.A.;3704623.0;17978871.0;21683494.0;7467459.0;10311723.0;21683494.0;3904312.0;17779182.0
2015-12-31;CIA SIDERURGICA NACIONAL;16430691.0;32219283.0;48649974.0;5325571.0;34588740.0;48649974.0;8735663.0;39914311.0
2015-12-31;CIA TECIDOS SANTANENSE;221688.0;201547.0;423235.0;141916.0;30769.0;423235.0;250550.0;172685.0
2015-12-31;COGNA EDUCAÇÃO S.A.;1641615.0;14997239.0;16638854.0;1173525.0;3005641.0;16638854.0;12459688.0;4179166.0
2015-12-31;CONSTRUTORA ADOLPHO LINDENBERG S.A.;30988.0;24052.0;55040.0;14461.0;13710.0;55040.0;26869.0;28171.0
2015-12-31;COSAN S.A.;5165823.0;25216368.0;30382191.0;3345053.0;14502462.0;30382191.0;12534676.0;17847515.0
2015-12-31;CPFL ENERGIAS RENOVÁVEIS S.A.;1296419.0;10607683.0;11904102.0;1174865.0;6425440.0;11904102.0;4303797.0;7600305.0
2015-12-31;DOHLER S.A.;301090.0;343161.0;644251.0;58431.0;92173.0;644251.0;493647.0;150604.0
2015-12-31;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;1118135.0;6742848.0;7860983.0;1727597.0;4494932.0;7860983.0;1638454.0;6222529.0
2015-12-31;EMBPAR PARTICIPAÇÕES S/A;49390.0;124405.0;173795.0;108185.0;79263.0;173795.0;-13653.0;187448.0
2015-12-31;EMBRAER S.A.;25035864.0;20531046.0;45566910.0;12029013.0;18529227.0;45566910.0;15008670.0;30558240.0
2015-12-31;ENAUTA PARTICIPAÇÕES S.A.;1337343.0;2092920.0;3430263.0;157967.0;583131.0;3430263.0;2689165.0;741098.0
2015-12-31;ENGIE BRASIL ENERGIA S.A.;4443105.0;10857568.0;15300673.0;2988664.0;5669873.0;15300673.0;6642136.0;8658537.0
2015-12-31;GERDAU S.A.;22177498.0;47917211.0;70094709.0;7863031.0;30261295.0;70094709.0;31970383.0;38124326.0
2015-12-31;HIDROVIAS DO BRASIL S.A.;459662.0;2446369.0;2906031.0;887904.0;902937.0;2906031.0;1115190.0;1790841.0
2015-12-31;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;66281.0;506449.0;572730.0;197620.0;458336.0;572730.0;-83226.0;655956.0
2015-12-31;IGUA SANEAMENTO S.A.;268528.0;1337437.0;1605965.0;362290.0;1029185.0;1605965.0;214490.0;1391475.0
2015-12-31;JSL S.A.;3371043.0;5371552.0;8742595.0;2414240.0;5308482.0;8742595.0;1019873.0;7722722.0
2015-12-31;KLABIN S.A.;8675744.0;17592436.0;26268180.0;3162295.0;17753545.0;26268180.0;5352340.0;20915840.0
2015-12-31;MANGELS INDUSTRIAL S.A.;158124.0;239069.0;397193.0;89678.0;605541.0;397193.0;-298026.0;695219.0
2015-12-31;MOURA DUBEUX ENGENHARIA S/A;1507752.0;1056098.0;2563850.0;487676.0;1389812.0;2563850.0;686362.0;1877488.0
2015-12-31;OMEGA GERAÇÃO S.A.;62456.0;705470.0;767926.0;64513.0;334731.0;767926.0;368682.0;399244.0
2015-12-31;OSX BRASIL S.A.;4089110.0;4181823.0;8270933.0;7337693.0;3851739.0;8270933.0;-2918499.0;11189432.0
2015-12-31;PADTEC HOLDING S.A.;142015.0;199987.0;342002.0;308987.0;166207.0;342002.0;-133192.0;475194.0
2015-12-31;PBG S/A;639604.0;712289.0;1351893.0;439490.0;680547.0;1351893.0;231856.0;1120037.0
2015-12-31;PETRO RIO S.A.;899822.0;277215.0;1177037.0;85423.0;177509.0;1177037.0;914105.0;262932.0
2015-12-31;POSITIVO TECNOLOGIA S.A.;1550611.0;368429.0;1919040.0;1101281.0;241364.0;1919040.0;576395.0;1342645.0
2015-12-31;QUALITY SOFTWARE S.A.;21795416.0;20708681.0;42504097.0;23088698.0;7558765.0;42504097.0;11856634.0;30647463.0
2015-12-31;RAIA DROGASIL S.A.;2685844.0;2013357.0;4699201.0;1648766.0;393637.0;4699201.0;2656798.0;2042403.0
2015-12-31;REDE ENERGIA PARTICIPAÇÕES S.A.;3634755.0;9302025.0;12936780.0;2740604.0;6843160.0;12936780.0;3353016.0;9583764.0
2015-12-31;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;1142891.0;562683.0;1705574.0;467720.0;385550.0;1705574.0;852304.0;853270.0
2015-12-31;RUMO S.A.;1250182.0;13866754.0;15116936.0;3129742.0;9738421.0;15116936.0;2248773.0;12868163.0
2015-12-31;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;1338522.0;412212.0;1750734.0;846456.0;379726.0;1750734.0;524552.0;1226182.0
2015-12-31;SER EDUCACIONAL S.A.;497460.0;1351128.0;1848588.0;270766.0;820589.0;1848588.0;757233.0;1091355.0
2015-12-31;SUZANO HOLDING S.A.;6901999.0;21719931.0;28621930.0;3629916.0;15591611.0;28621930.0;9400403.0;19221527.0
2015-12-31;SUZANO S.A.;6589019.0;21670966.0;28259985.0;3510574.0;15557330.0;28259985.0;9192081.0;19067904.0
2015-12-31;TAURUS ARMAS S.A.;591905.0;430435.0;1022340.0;802939.0;279517.0;1022340.0;-60116.0;1082456.0
2015-12-31;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;2082212.0;6780246.0;8862458.0;1008424.0;3476969.0;8862458.0;4377065.0;4485393.0
2015-12-31;TRONOX PIGMENTOS DO BRASIL S.A.;388630.0;173662.0;562292.0;153443.0;66944.0;562292.0;341905.0;220387.0
2015-12-31;UNICASA INDÚSTRIA DE MÓVEIS S.A.;109565.0;158251.0;267816.0;62680.0;6643.0;267816.0;198493.0;69323.0
2015-12-31;VALE S.A.;60417700.0;285131735.0;345549435.0;41182018.0;164947827.0;345549435.0;139419590.0;206129845.0
2015-12-31;VALID SOLUÇÕES S.A.;871960.0;1284279.0;2156239.0;437464.0;640549.0;2156239.0;1078226.0;1078013.0
2015-12-31;VIX LOGÍSTICA S/A;577279.0;734073.0;1311352.0;261461.0;518687.0;1311352.0;531204.0;780148.0
2015-12-31;VULCABRAS S.A.;758584.0;478570.0;1237154.0;816907.0;384493.0;1237154.0;35754.0;1201400.0
2015-12-31;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;164708.0;354217.0;518925.0;36947.0;38289.0;518925.0;443689.0;75236.0
2015-12-31;YDUQS PARTICIPACOES S.A.;2118041.0;2242042.0;4360083.0;746183.0;933308.0;4360083.0;2680592.0;1679491.0
2016-12-31;ALIANSCE SONAE SHOPPING CENTERS S.A.;312112.0;4675969.0;4988081.0;224856.0;1305060.0;4988081.0;3458165.0;1529916.0
2016-12-31;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;83948.0;302055.0;386003.0;31337.0;12214.0;386003.0;342452.0;43551.0
2016-12-31;ALUPAR INVESTIMENTO S/A;2577166.0;7652835.0;10230001.0;1777465.0;3894725.0;10230001.0;4557811.0;5672190.0
2016-12-31;AMBEV S.A.;23886851.0;59954567.0;83841418.0;28773650.0;8416495.0;83841418.0;46651273.0;37190145.0
2016-12-31;ATACADÃO S.A.;13761000.0;14567000.0;28328000.0;13321000.0;6558000.0;28328000.0;8449000.0;19879000.0
2016-12-31;AZUL S.A.;1910326.0;6490083.0;8400409.0;3617643.0;3780779.0;8400409.0;1001987.0;7398422.0
2016-12-31;B3 S.A. - BRASIL, BOLSA, BALCÃO;11612517.0;19543358.0;31155875.0;3657832.0;8421658.0;31155875.0;19076385.0;12079490.0
2016-12-31;BB SEGURIDADE PARTICIPAÇÕES S.A.;3238771.0;9303535.0;12542306.0;3105110.0;1148131.0;12542306.0;8289065.0;4253241.0
2016-12-31;BR PROPERTIES S.A.;1128152.0;8052380.0;9180532.0;636473.0;3814916.0;9180532.0;4729143.0;4451389.0
2016-12-31;BRASKEM S.A.;16256252.0;35565599.0;51821851.0;23038307.0;27062834.0;51821851.0;1720710.0;50101141.0
2016-12-31;BRF S.A.;18893738.0;24051198.0;42944936.0;12640423.0;18085160.0;42944936.0;12219353.0;30725583.0
2016-12-31;CCR S.A.;4244386.0;20311461.0;24555847.0;7176052.0;13235306.0;24555847.0;4144489.0;20411358.0
2016-12-31;CIA SIDERURGICA NACIONAL;12444918.0;31708705.0;44153623.0;5496683.0;31272419.0;44153623.0;7384521.0;36769102.0
2016-12-31;CIA TECIDOS SANTANENSE;198846.0;237153.0;435999.0;150600.0;37979.0;435999.0;247420.0;188579.0
2016-12-31;COGNA EDUCAÇÃO S.A.;2645028.0;14956037.0;17601065.0;1245420.0;2506281.0;17601065.0;13849364.0;3751701.0
2016-12-31;CONSTRUTORA ADOLPHO LINDENBERG S.A.;19124.0;27122.0;46246.0;8294.0;15606.0;46246.0;22346.0;23900.0
2016-12-31;COSAN S.A.;6303857.0;20995972.0;27299829.0;3222805.0;13284685.0;27299829.0;10792339.0;16507490.0
2016-12-31;CPFL ENERGIAS RENOVÁVEIS S.A.;1398797.0;11066088.0;12464885.0;1313468.0;6713611.0;12464885.0;4437806.0;8027079.0
2016-12-31;DOHLER S.A.;299558.0;342266.0;641824.0;39973.0;90781.0;641824.0;511070.0;130754.0
2016-12-31;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;1150717.0;5452690.0;6603407.0;1656701.0;4374159.0;6603407.0;572547.0;6030860.0
2016-12-31;EMBPAR PARTICIPAÇÕES S/A;74055.0;208381.0;282436.0;77102.0;71341.0;282436.0;133993.0;148443.0
2016-12-31;EMBRAER S.A.;22102148.0;15914523.0;38016671.0;10367249.0;14804564.0;38016671.0;12844858.0;25171813.0
2016-12-31;ENAUTA PARTICIPAÇÕES S.A.;1433910.0;2129510.0;3563420.0;254532.0;529241.0;3563420.0;2779647.0;783773.0
2016-12-31;ENGIE BRASIL ENERGIA S.A.;3355091.0;11064600.0;14419691.0;1800794.0;6004503.0;14419691.0;6614394.0;7805297.0
2016-12-31;GERDAU S.A.;17796740.0;36838401.0;54635141.0;8621509.0;21738979.0;54635141.0;24274653.0;30360488.0
2016-12-31;HIDROVIAS DO BRASIL S.A.;339521.0;3340597.0;3680118.0;1627585.0;871703.0;3680118.0;1180830.0;2499288.0
2016-12-31;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;64763.0;512196.0;576959.0;213410.0;452912.0;576959.0;-89363.0;666322.0
2016-12-31;IGUA SANEAMENTO S.A.;254988.0;1373584.0;1628572.0;751938.0;745409.0;1628572.0;131225.0;1497347.0
2016-12-31;JSL S.A.;2716700.0;6151683.0;8868383.0;3194162.0;5065232.0;8868383.0;608989.0;8259394.0
2016-12-31;KLABIN S.A.;9960035.0;19353694.0;29313729.0;4143664.0;18069729.0;29313729.0;7100336.0;22213393.0
2016-12-31;MANGELS INDUSTRIAL S.A.;141572.0;222186.0;363758.0;62169.0;595017.0;363758.0;-293428.0;657186.0
2016-12-31;MOURA DUBEUX ENGENHARIA S/A;1373556.0;917708.0;2291264.0;963528.0;912119.0;2291264.0;415617.0;1875647.0
2016-12-31;OMEGA GERAÇÃO S.A.;101973.0;671634.0;773607.0;101426.0;302434.0;773607.0;369747.0;403860.0
2016-12-31;OSX BRASIL S.A.;31532.0;1655952.0;1687484.0;454355.0;4263549.0;1687484.0;-3030420.0;4717904.0
2016-12-31;PADTEC HOLDING S.A.;24859.0;70175.0;95034.0;1105.0;108776.0;95034.0;-14847.0;109881.0
2016-12-31;PBG S/A;535369.0;701991.0;1237360.0;409155.0;589746.0;1237360.0;238459.0;998901.0
2016-12-31;PETRO RIO S.A.;781580.0;300789.0;1082369.0;79620.0;168597.0;1082369.0;834152.0;248217.0
2016-12-31;POSITIVO TECNOLOGIA S.A.;1415468.0;407425.0;1822893.0;1072596.0;191052.0;1822893.0;559245.0;1263648.0
2016-12-31;PRINER SERVIÇOS INDUSTRIAIS S.A.;73027.0;48538.0;121565.0;63213.0;2562.0;121565.0;55790.0;65775.0
2016-12-31;QUALITY SOFTWARE S.A.;27341803.0;28931043.0;56272846.0;20711703.0;9658179.0;56272846.0;25902964.0;30369882.0
2016-12-31;RAIA DROGASIL S.A.;3427783.0;2231520.0;5659303.0;2184684.0;538664.0;5659303.0;2935955.0;2723348.0
2016-12-31;REDE ENERGIA PARTICIPAÇÕES S.A.;3641414.0;10285282.0;13926696.0;3157528.0;6675703.0;13926696.0;4093465.0;9833231.0
2016-12-31;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;916105.0;661917.0;1578022.0;364705.0;459207.0;1578022.0;754110.0;823912.0
2016-12-31;RUMO S.A.;2300753.0;20730561.0;23031314.0;3393342.0;13962685.0;23031314.0;5675287.0;17356027.0
2016-12-31;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;984664.0;349213.0;1333877.0;672003.0;170013.0;1333877.0;491861.0;842016.0
2016-12-31;SER EDUCACIONAL S.A.;702195.0;1316369.0;2018564.0;365048.0;703116.0;2018564.0;950400.0;1068164.0
2016-12-31;SINQIA S.A.;44996.0;110328.0;155324.0;36803.0;48272.0;155324.0;70249.0;85075.0
2016-12-31;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;366553.0;787684.0;1154237.0;233287.0;477649.0;1154237.0;443301.0;710936.0
2016-12-31;SUZANO HOLDING S.A.;8074133.0;21428484.0;29502617.0;3856046.0;15455622.0;29502617.0;10190949.0;19311668.0
2016-12-31;SUZANO S.A.;8029506.0;21369807.0;29399313.0;3829874.0;15425945.0;29399313.0;10143494.0;19255819.0
2016-12-31;TAURUS ARMAS S.A.;472452.0;420605.0;893057.0;385897.0;679061.0;893057.0;-171901.0;1064958.0
2016-12-31;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;1954878.0;6455739.0;8410617.0;1074367.0;3028662.0;8410617.0;4307588.0;4103029.0
2016-12-31;TRONOX PIGMENTOS DO BRASIL S.A.;426387.0;217961.0;644348.0;124703.0;97866.0;644348.0;421779.0;222569.0
2016-12-31;UNICASA INDÚSTRIA DE MÓVEIS S.A.;89072.0;144648.0;233720.0;45958.0;13533.0;233720.0;174229.0;59491.0
2016-12-31;UNIPAR CARBOCLORO S.A.;1108029.0;2386670.0;3494699.0;1024971.0;1183569.0;3494699.0;1286159.0;2208540.0
2016-12-31;VALE S.A.;73547191.0;249148963.0;322696154.0;36609497.0;152384918.0;322696154.0;133701739.0;188994415.0
2016-12-31;VALID SOLUÇÕES S.A.;902566.0;1172131.0;2074697.0;544083.0;538464.0;2074697.0;992150.0;1082547.0
2016-12-31;VIX LOGÍSTICA S/A;535554.0;690204.0;1225758.0;219969.0;441257.0;1225758.0;564532.0;661226.0
2016-12-31;VULCABRAS S.A.;617005.0;461663.0;1078668.0;441456.0;585349.0;1078668.0;51863.0;1026805.0
2016-12-31;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;178939.0;339600.0;518539.0;58669.0;36482.0;518539.0;423388.0;95151.0
2016-12-31;YDUQS PARTICIPACOES S.A.;1453695.0;2687457.0;4141152.0;937314.0;769165.0;4141152.0;2434673.0;1706479.0
2017-12-31;ALIANSCE SONAE SHOPPING CENTERS S.A.;509367.0;4816294.0;5325661.0;316565.0;1393995.0;5325661.0;3615101.0;1710560.0
2017-12-31;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;63821.0;236188.0;300009.0;20450.0;22472.0;300009.0;257087.0;42922.0
2017-12-31;ALUPAR INVESTIMENTO S/A;3597227.0;7866145.0;11463372.0;1705261.0;4151314.0;11463372.0;5606797.0;5856575.0
2017-12-31;AMBEV S.A.;24718073.0;62133916.0;86851989.0;28688476.0;10180658.0;86851989.0;47982855.0;38869134.0
2017-12-31;ATACADÃO S.A.;16758000.0;17120000.0;33878000.0;16284000.0;4454000.0;33878000.0;13140000.0;20738000.0
2017-12-31;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;5236.0;0.0;5236.0;530.0;8772.0;5236.0;-4066.0;9302.0
2017-12-31;AZUL S.A.;3304341.0;7012275.0;10316616.0;3334357.0;4148649.0;10316616.0;2833610.0;7483006.0
2017-12-31;B3 S.A. - BRASIL, BOLSA, BALCÃO;6506030.0;31073849.0;37579879.0;5494563.0;7775302.0;37579879.0;24310014.0;13269865.0
2017-12-31;BB SEGURIDADE PARTICIPAÇÕES S.A.;4994784.0;8339629.0;13334413.0;3277734.0;1158209.0;13334413.0;8898470.0;4435943.0
2017-12-31;BBM LOGÍSTICA S.A.;101537.0;112858.0;214395.0;80989.0;65169.0;214395.0;68237.0;146158.0
2017-12-31;BLUE TECH SOLUTIONS EQI S.A.;1146.0;96524.0;97670.0;17572.0;82231.0;97670.0;-2133.0;99803.0
2017-12-31;BR PROPERTIES S.A.;1221036.0;8576916.0;9797952.0;704597.0;3217265.0;9797952.0;5876090.0;3921862.0
2017-12-31;BRASKEM S.A.;17992328.0;35349222.0;53341550.0;19137732.0;28513468.0;53341550.0;5690350.0;47651200.0
2017-12-31;BRF S.A.;19185523.0;26042958.0;45228481.0;14907874.0;18607825.0;45228481.0;11712782.0;33515699.0
2017-12-31;CCR S.A.;6424592.0;24187616.0;30612208.0;5912066.0;16207695.0;30612208.0;8492447.0;22119761.0
