DT_REFER;DENOM_CIA;Custo dos Bens e/ou Serviços Vendidos;Lucro/Prejuízo Consolidado do Período;Receita de Venda de Bens e/ou Serviços
2019-12-31;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;-945942.0;49777.0;1083618.0
2019-12-31;YDUQS PARTICIPACOES S.A.;-1520718.0;646140.0;3565036.0
2020-03-31;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;-104238.0;19391.0;244801.0
2020-03-31;JALLES MACHADO S.A.;-617875.0;76524.0;891261.0
2020-12-31;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;-1962843.0;113199.0;2208702.0
2020-12-31;ALIANSCE SONAE SHOPPING CENTERS S.A.;-269549.0;202473.0;797585.0
2020-12-31;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;-484547.0;-170669.0;649365.0
2020-12-31;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;0.0;-881.0;104060.0
2020-12-31;ALUPAR INVESTIMENTO S/A;-2699555.0;2055505.0;6140745.0
2020-12-31;AMBEV S.A.;-27066099.0;11731909.0;58378995.0
2020-12-31;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;-542819.0;49523.0;701612.0
2020-12-31;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;-7247256.0;-210758.0;10124347.0
2020-12-31;ATACADÃO S.A.;-57273000.0;2844000.0;71191000.0
2020-12-31;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;0.0;12330.0;30809.0
2020-12-31;AZUL S.A.;-5458691.0;-10834709.0;5744126.0
2020-12-31;B3 S.A. - BRASIL, BOLSA, BALCÃO;-944820.0;4150715.0;9327395.0
2020-12-31;BBM LOGÍSTICA S.A.;-879825.0;8899.0;1002017.0
2020-12-31;BEMOBI MOBILE TECH S.A.;-69909.0;35730.0;171546.0
2020-12-31;BLUE TECH SOLUTIONS EQI S.A.;0.0;-6480.0;0.0
2020-12-31;BR PROPERTIES S.A.;0.0;206269.0;313589.0
2020-12-31;BRASKEM S.A.;-47331414.0;-7015306.0;58543494.0
2020-12-31;BRF S.A.;-29998822.0;1390069.0;39469700.0
2020-12-31;CCR S.A.;-6463437.0;86113.0;9889480.0
2020-12-31;CIA SIDERURGICA NACIONAL;-19124901.0;4292618.0;30064020.0
2020-12-31;CIA TECIDOS SANTANENSE;-399663.0;-3755.0;473265.0
2020-12-31;COGNA EDUCAÇÃO S.A.;-1946923.0;-5805798.0;5269144.0
2020-12-31;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;-130357.0;465378.0;255178.0
2020-12-31;CONSTRUTORA ADOLPHO LINDENBERG S.A.;-24516.0;1943.0;30039.0
2020-12-31;COSAN S.A.;-9816078.0;908814.0;13508787.0
2020-12-31;CPFL ENERGIAS RENOVÁVEIS S.A.;-1029095.0;806006.0;2198696.0
2020-12-31;CRUZEIRO DO SUL EDUCACIONAL S.A.;-937898.0;-34793.0;1800968.0
2020-12-31;CURY CONSTRUTORA E INCORPORADORA S.A.;-716292.0;189998.0;1144682.0
2020-12-31;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;-679468.0;123.0;1004375.0
2020-12-31;DEXCO S.A.;-4027796.0;453983.0;5879616.0
2020-12-31;DOHLER S.A.;-370115.0;84016.0;521853.0
2020-12-31;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;-2356815.0;-423988.0;3999786.0
2020-12-31;ELETROMIDIA S.A.;-179452.0;-69805.0;268303.0
2020-12-31;EMBPAR PARTICIPAÇÕES S/A;-368974.0;15897.0;453812.0
2020-12-31;EMBRAER S.A.;-17234816.0;-3596233.0;19641764.0
2020-12-31;ENAUTA PARTICIPAÇÕES S.A.;-639914.0;123953.0;945446.0
2020-12-31;ENGIE BRASIL ENERGIA S.A.;-6795857.0;2797268.0;12259159.0
2020-12-31;ENJOEI S.A.;-51420.0;-31125.0;79607.0
2020-12-31;EUROFARMA LABORATÓRIOS S.A.;-2125019.0;848970.0;5723191.0
2020-12-31;GERDAU S.A.;-37884102.0;2388054.0;43814661.0
2020-12-31;GRUPO DE MODA SOMA S.A.;-486637.0;-69716.0;1243767.0
2020-12-31;GRUPO MATEUS S.A.;-9407628.0;726269.0;12397038.0
2020-12-31;GRUPO SBF S.A.;-1356766.0;-112805.0;2406863.0
2020-12-31;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;-5208978.0;785299.0;8554961.0
2020-12-31;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;-11965.0;-27397.0;77333.0
2020-12-31;HIDROVIAS DO BRASIL S.A.;-1089606.0;-105545.0;1462103.0
2020-12-31;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;-18779.0;-90774.0;36157.0
2020-12-31;IGUA SANEAMENTO S.A.;-421677.0;-4705.0;757661.0
2020-12-31;IGUATEMI S.A.;-275319.0;176080.0;676664.0
2020-12-31;INTELBRAS S.A.;-1433542.0;327956.0;2134376.0
2020-12-31;JSL S.A.;-2525142.0;131317.0;2826797.0
2020-12-31;KLABIN S.A.;-7226910.0;-2389490.0;11948794.0
2020-12-31;LOCAWEB SERVIÇOS DE INTERNET S.A.;-282885.0;19740.0;488210.0
2020-12-31;MANGELS INDUSTRIAL S.A.;-465772.0;-30980.0;546452.0
2020-12-31;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;-451382.0;57168.0;581449.0
2020-12-31;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;-306915.0;-4747.0;506339.0
2020-12-31;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;-271501.0;49083.0;411253.0
2020-12-31;MOBLY S.A.;-361537.0;-40256.0;603105.0
2020-12-31;MOURA DUBEUX ENGENHARIA S/A;-374334.0;-104399.0;513301.0
2020-12-31;MPM CORPÓREOS S.A.;-283290.0;58820.0;521909.0
2020-12-31;OMEGA GERAÇÃO S.A.;-695184.0;54720.0;1102141.0
2020-12-31;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;-245170.0;23610.0;391968.0
2020-12-31;OSX BRASIL S.A.;0.0;-871911.0;10031.0
2020-12-31;PADTEC HOLDING S.A.;-107614.0;17211.0;169293.0
2020-12-31;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;-4164987.0;-861604.0;4293474.0
2020-12-31;PBG S/A;-871338.0;128242.0;1331780.0
2020-12-31;PETRO RIO S.A.;-1286926.0;452913.0;1904185.0
2020-12-31;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;-569336.0;132204.0;900952.0
2020-12-31;POSITIVO TECNOLOGIA S.A.;-1743427.0;195842.0;2192173.0
2020-12-31;PRINER SERVIÇOS INDUSTRIAIS S.A.;-215064.0;-3096.0;242213.0
2020-12-31;PRÁTICA KLIMAQUIP INDÚSTRIA E COMÉRCIO S.A.;-68874.0;4870.0;120638.0
2020-12-31;QUALITY SOFTWARE S.A.;-90170599.0;10068258.0;129180974.0
2020-12-31;RAIA DROGASIL S.A.;-14175708.0;495533.0;20066840.0
2020-12-31;REDE D'OR SÃO LUIZ S.A.;-11462348.0;459423.0;14029408.0
2020-12-31;REDE ENERGIA PARTICIPAÇÕES S.A.;-8829725.0;1227851.0;11297925.0
2020-12-31;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;-249893.0;4322.0;316765.0
2020-12-31;ROMI S.A.;-674321.0;174699.0;973150.0
2020-12-31;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;-42234.0;-8916.0;76159.0
2020-12-31;RUMO S.A.;-4721507.0;304675.0;6966159.0
2020-12-31;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;-170234.0;-419628.0;246325.0
2020-12-31;SENDAS DISTRIBUIDORA S.A.;-30129000.0;1556000.0;36043000.0
2020-12-31;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;-782679.0;7028.0;998109.0
2020-12-31;SER EDUCACIONAL S.A.;-580685.0;165034.0;1250463.0
2020-12-31;SIMPAR S.A.;-7786984.0;397500.0;9807057.0
2020-12-31;SINQIA S.A.;-138430.0;4956.0;209993.0
2020-12-31;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;-1266625.0;-604428.0;1256244.0
2020-12-31;SUZANO HOLDING S.A.;-18968203.0;-10731744.0;30465380.0
2020-12-31;SUZANO S.A.;-18966331.0;-10714935.0;30460277.0
2020-12-31;SYN PROP & TECH S.A.;-179728.0;127991.0;486324.0
2020-12-31;TAURUS ARMAS S.A.;-1017849.0;263603.0;1773188.0
2020-12-31;TIM S.A.;-7996615.0;1843690.0;17267812.0
2020-12-31;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;-1047979.0;2262927.0;3561286.0
2020-12-31;UNICASA INDÚSTRIA DE MÓVEIS S.A.;-91765.0;14833.0;150449.0
2020-12-31;UNIPAR CARBOCLORO S.A.;-2533636.0;370215.0;3868223.0
2020-12-31;VALE S.A.;-98567494.0;24902341.0;208528759.0
2020-12-31;VALID SOLUÇÕES S.A.;-1596306.0;-201649.0;1939142.0
2020-12-31;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;-995468.0;179192.0;1513187.0
2020-12-31;VIA S.A.;-19435000.0;1004000.0;28901000.0
2020-12-31;VIBRA ENERGIA S/A;-77044000.0;3905000.0;81501000.0
2020-12-31;VIVARA PARTICIPAÇÕES S.A.;-330063751.0;146672109.0;1047547041.0
2020-12-31;VIX LOGÍSTICA S/A;-1416957.0;74672.0;1694800.0
2020-12-31;VULCABRAS S.A.;-831045.0;31554.0;1179227.0
2020-12-31;WETZEL S.A.;-129921.0;24864.0;146264.0
2020-12-31;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;-836910.0;54427.0;991223.0
2020-12-31;YDUQS PARTICIPACOES S.A.;-1744913.0;98181.0;3853737.0
2021-03-31;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;-114392.0;108398.0;337953.0
2021-03-31;JALLES MACHADO S.A.;-478360.0;170449.0;1085455.0
2021-12-31;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;-2199175.0;69193.0;2486150.0
2021-12-31;ALIANSCE SONAE SHOPPING CENTERS S.A.;-300793.0;318405.0;937677.0
2021-12-31;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;-628017.0;-224170.0;834931.0
2021-12-31;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;0.0;4384.0;147134.0
2021-12-31;ALUPAR INVESTIMENTO S/A;-1399626.0;2122816.0;5234208.0
2021-12-31;AMBEV S.A.;-35659744.0;13122582.0;72854344.0
2021-12-31;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;-1499772.0;168871.0;1916332.0
2021-12-31;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;-15934094.0;543795.0;22695861.0
2021-12-31;ATACADÃO S.A.;-62875000.0;3366000.0;77751000.0
2021-12-31;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;0.0;6070.0;28143.0
2021-12-31;AZUL S.A.;-8124204.0;-4213208.0;9975729.0
2021-12-31;B3 S.A. - BRASIL, BOLSA, BALCÃO;-1039880.0;4717089.0;10288124.0
2021-12-31;BBM LOGÍSTICA S.A.;-1241362.0;12023.0;1356199.0
2021-12-31;BEMOBI MOBILE TECH S.A.;-306996.0;75349.0;488837.0
2021-12-31;BLUE TECH SOLUTIONS EQI S.A.;0.0;-4662.0;0.0
2021-12-31;BR PROPERTIES S.A.;0.0;32016.0;326330.0
2021-12-31;BRASKEM S.A.;-73568231.0;13961620.0;105625201.0
2021-12-31;BRF S.A.;-38177609.0;437384.0;48343305.0
2021-12-31;CCR S.A.;-7601600.0;805596.0;12244247.0
2021-12-31;CIA SIDERURGICA NACIONAL;-25837475.0;13595621.0;47912039.0
2021-12-31;CIA TECIDOS SANTANENSE;-505888.0;27107.0;600771.0
2021-12-31;COGNA EDUCAÇÃO S.A.;-1903710.0;-512985.0;4778057.0
2021-12-31;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;-176272.0;1294407.0;343088.0
2021-12-31;CONSTRUTORA ADOLPHO LINDENBERG S.A.;-47356.0;7467.0;73003.0
2021-12-31;COSAN S.A.;-18568049.0;6350776.0;24907150.0
2021-12-31;CPFL ENERGIAS RENOVÁVEIS S.A.;-1239493.0;1485418.0;3426242.0
2021-12-31;CRUZEIRO DO SUL EDUCACIONAL S.A.;-959948.0;82955.0;1820615.0
2021-12-31;CURY CONSTRUTORA E INCORPORADORA S.A.;-1093624.0;315309.0;1738295.0
2021-12-31;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;-770496.0;1979.0;1141394.0
2021-12-31;DEXCO S.A.;-5300393.0;1725682.0;8170241.0
2021-12-31;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;-2811871.0;367262.0;4651761.0
2021-12-31;ELETROMIDIA S.A.;-268985.0;-11479.0;415698.0
2021-12-31;EMBPAR PARTICIPAÇÕES S/A;-786838.0;73894.0;943247.0
2021-12-31;EMBRAER S.A.;-19130601.0;-267618.0;22669705.0
2021-12-31;ENAUTA PARTICIPAÇÕES S.A.;-1192198.0;1444565.0;1804939.0
2021-12-31;ENGIE BRASIL ENERGIA S.A.;-6629461.0;1564970.0;12540673.0
2021-12-31;ENJOEI S.A.;-78368.0;-118785.0;106140.0
2021-12-31;EUROFARMA LABORATÓRIOS S.A.;-2496784.0;999894.0;7067827.0
2021-12-31;GERDAU S.A.;-57527721.0;15558938.0;78345081.0
2021-12-31;GRUPO DE MODA SOMA S.A.;-1173210.0;299790.0;2791678.0
2021-12-31;GRUPO MATEUS S.A.;-12174415.0;768791.0;15876857.0
2021-12-31;GRUPO SBF S.A.;-2758851.0;497831.0;5110462.0
2021-12-31;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;-6817459.0;500336.0;9883385.0
2021-12-31;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;-14049.0;180479.0;87902.0
2021-12-31;HIDROVIAS DO BRASIL S.A.;-880774.0;-343132.0;1115417.0
2021-12-31;HOSPITAL MATER DEI S.A.;-619652.0;146846.0;1024313.0
2021-12-31;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;-18102.0;-39939.0;46123.0
2021-12-31;IGUA SANEAMENTO S.A.;-722455.0;-47800.0;1058152.0
2021-12-31;IGUATEMI S.A.;-369223.0;346205.0;858064.0
2021-12-31;INTELBRAS S.A.;-2177896.0;363509.0;3087172.0
2021-12-31;JSL S.A.;-3635312.0;272548.0;4295978.0
2021-12-31;KLABIN S.A.;-8938543.0;3404874.0;16481388.0
2021-12-31;LOCAWEB SERVIÇOS DE INTERNET S.A.;-435676.0;-15749.0;800208.0
2021-12-31;MANGELS INDUSTRIAL S.A.;-732221.0;149330.0;862974.0
2021-12-31;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;-586795.0;86359.0;771819.0
2021-12-31;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;-335130.0;102307.0;738118.0
2021-12-31;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;-378270.0;27384.0;573996.0
2021-12-31;MOBLY S.A.;-434316.0;-84809.0;721391.0
2021-12-31;MOURA DUBEUX ENGENHARIA S/A;-393880.0;84943.0;619643.0
2021-12-31;MPM CORPÓREOS S.A.;-423573.0;179142.0;714265.0
2021-12-31;OMEGA GERAÇÃO S.A.;-1166936.0;296373.0;1769719.0
2021-12-31;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;-256599.0;-55509.0;435516.0
2021-12-31;OSX BRASIL S.A.;-2601.0;122860.0;26406.0
2021-12-31;PADTEC HOLDING S.A.;-221131.0;50949.0;343740.0
2021-12-31;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;-4721342.0;-801105.0;4714962.0
2021-12-31;PBG S/A;-1085039.0;216222.0;1912127.0
2021-12-31;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;-1084659.0;75036.0;2097525.0
2021-12-31;PETRO RIO S.A.;-1883358.0;1333046.0;4396003.0
2021-12-31;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;-874491.0;135084.0;1271260.0
2021-12-31;POSITIVO TECNOLOGIA S.A.;-2596881.0;202896.0;3365487.0
2021-12-31;PRINER SERVIÇOS INDUSTRIAIS S.A.;-362687.0;14499.0;433141.0
2021-12-31;PRÁTICA KLIMAQUIP INDÚSTRIA E COMÉRCIO S.A.;-97654.0;19881.0;178098.0
2021-12-31;QUALITY SOFTWARE S.A.;-105120851.0;10706275.0;145117126.0
2021-12-31;RAIA DROGASIL S.A.;-16920834.0;764133.0;24127002.0
2021-12-31;REDE D'OR SÃO LUIZ S.A.;-15572114.0;1677735.0;20381883.0
2021-12-31;REDE ENERGIA PARTICIPAÇÕES S.A.;-11647312.0;2039722.0;15610686.0
2021-12-31;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;-355530.0;14887.0;473400.0
2021-12-31;ROMI S.A.;-936710.0;204148.0;1383499.0
2021-12-31;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;-73096.0;-188871.0;59416.0
2021-12-31;RUMO S.A.;-5352040.0;155741.0;7439632.0
2021-12-31;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;-53537.0;46199.0;88883.0
2021-12-31;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;-1253942.0;-17861.0;1520357.0
2021-12-31;SER EDUCACIONAL S.A.;-645916.0;52483.0;1407358.0
2021-12-31;SIMPAR S.A.;-9382314.0;1328950.0;13866219.0
2021-12-31;SINQIA S.A.;-217831.0;22529.0;352596.0
2021-12-31;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;-1593010.0;-633017.0;1706851.0
2021-12-31;SUZANO HOLDING S.A.;-20617334.0;8634583.0;40972610.0
2021-12-31;SUZANO S.A.;-20615588.0;8635532.0;40965431.0
2021-12-31;SYN PROP & TECH S.A.;-641148.0;1404193.0;2306112.0
2021-12-31;TAURUS ARMAS S.A.;-1422708.0;635060.0;2740464.0
2021-12-31;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;-648988.0;2213714.0;3472049.0
2021-12-31;UNICASA INDÚSTRIA DE MÓVEIS S.A.;-140551.0;25938.0;220643.0
2021-12-31;UNIPAR CARBOCLORO S.A.;-3486604.0;2003833.0;6289369.0
2021-12-31;VALE S.A.;-117267000.0;121343000.0;293524000.0
2021-12-31;VALID SOLUÇÕES S.A.;-1682479.0;57917.0;2198001.0
2021-12-31;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;-1790245.0;402375.0;2823495.0
2021-12-31;VIA S.A.;-21572000.0;-297000.0;30899000.0
2021-12-31;VIBRA ENERGIA S/A;-123270000.0;2497000.0;130121000.0
2021-12-31;VIVARA PARTICIPAÇÕES S.A.;-474909083.0;298490271.0;1466386885.0
2021-12-31;VIX LOGÍSTICA S/A;-1667684.0;151895.0;2087850.0
2021-12-31;VULCABRAS S.A.;-1207761.0;313839.0;1867176.0
2021-12-31;WETZEL S.A.;-205466.0;129833.0;244173.0
2021-12-31;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;-1618247.0;105725.0;1858776.0
2021-12-31;YDUQS PARTICIPACOES S.A.;-2002255.0;158171.0;4391378.0
2022-03-31;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;-137369.0;134003.0;421455.0
2022-03-31;JALLES MACHADO S.A.;-693741.0;387907.0;1449073.0
2022-12-31;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;-2174404.0;-92709.0;2468884.0
2022-12-31;ALIANSCE SONAE SHOPPING CENTERS S.A.;-309999.0;222144.0;1111321.0
2022-12-31;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;-795925.0;-157686.0;1112959.0
2022-12-31;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;0.0;26445.0;243399.0
2022-12-31;ALUPAR INVESTIMENTO S/A;-692653.0;1663873.0;3833708.0
2022-12-31;AMBEV S.A.;-40422069.0;14891291.0;79708827.0
2022-12-31;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;-2949218.0;108745.0;3789791.0
2022-12-31;ATACADÃO S.A.;-83241000.0;1998000.0;102890000.0
2022-12-31;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;-909.0;10024.0;35894.0
2022-12-31;AZUL S.A.;-13161965.0;-722367.0;15948067.0
2022-12-31;B3 S.A. - BRASIL, BOLSA, BALCÃO;-1018969.0;4226598.0;10110682.0
2022-12-31;BBM LOGÍSTICA S.A.;-1517548.0;-71099.0;1631761.0
2022-12-31;BEMOBI MOBILE TECH S.A.;-1158813.0;85566.0;1475824.0
2022-12-31;BR PROPERTIES S.A.;0.0;-1523240.0;297523.0
2022-12-31;BRASKEM S.A.;-85160548.0;-820391.0;96519284.0
2022-12-31;BRF S.A.;-45672376.0;-3141626.0;53805028.0
2022-12-31;CCR S.A.;-7985602.0;4212180.0;19181691.0
2022-12-31;CIA SIDERURGICA NACIONAL;-31054016.0;2167698.0;44362120.0
2022-12-31;CIA TECIDOS SANTANENSE;-374132.0;6185.0;409920.0
2022-12-31;COGNA EDUCAÇÃO S.A.;-1864883.0;-540998.0;5092202.0
2022-12-31;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;-148012.0;258053.0;322217.0
2022-12-31;CONSTRUTORA ADOLPHO LINDENBERG S.A.;-114077.0;7000.0;149193.0
2022-12-31;COSAN S.A.;-30753137.0;2820875.0;39737368.0
2022-12-31;CPFL ENERGIAS RENOVÁVEIS S.A.;-1243191.0;1316306.0;3594703.0
2022-12-31;CRUZEIRO DO SUL EDUCACIONAL S.A.;-1080179.0;6606.0;2028320.0
2022-12-31;CURY CONSTRUTORA E INCORPORADORA S.A.;-1420402.0;348440.0;2257294.0
2022-12-31;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;-1007636.0;11355.0;1483148.0
2022-12-31;DEXCO S.A.;-5614863.0;764922.0;8486650.0
2022-12-31;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;-4134658.0;234059.0;6061329.0
2022-12-31;ELETROMIDIA S.A.;-476670.0;51410.0;799978.0
2022-12-31;EMBPAR PARTICIPAÇÕES S/A;-902556.0;63450.0;1086530.0
2022-12-31;EMBRAER S.A.;-18738793.0;-1047213.0;23448771.0
2022-12-31;ENAUTA PARTICIPAÇÕES S.A.;-1102373.0;383375.0;2175363.0
2022-12-31;ENGIE BRASIL ENERGIA S.A.;-6317412.0;2664568.0;11906605.0
2022-12-31;ENJOEI S.A.;-90224.0;-66515.0;138901.0
2022-12-31;EUROFARMA LABORATÓRIOS S.A.;-2720798.0;1001047.0;8006280.0
2022-12-31;GERDAU S.A.;-63661156.0;11479552.0;82412210.0
2022-12-31;GRUPO DE MODA SOMA S.A.;-2110437.0;335188.0;4870520.0
2022-12-31;GRUPO MATEUS S.A.;-16969435.0;1064795.0;21768477.0
2022-12-31;GRUPO SBF S.A.;-3319775.0;204602.0;6260707.0
2022-12-31;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;-18093707.0;-775839.0;23748803.0
2022-12-31;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;-22299.0;120484.0;140866.0
2022-12-31;HIDROVIAS DO BRASIL S.A.;-1149726.0;-8163.0;1767900.0
2022-12-31;HOSPITAL MATER DEI S.A.;-1139945.0;122687.0;1763132.0
2022-12-31;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;-33563.0;197694.0;100439.0
2022-12-31;IGUA SANEAMENTO S.A.;-1414441.0;-586478.0;2089812.0
2022-12-31;IGUATEMI S.A.;-420884.0;12821.0;1016341.0
2022-12-31;INTELBRAS S.A.;-3031094.0;479248.0;4232623.0
2022-12-31;JSL S.A.;-4981357.0;194182.0;6022405.0
2022-12-31;KLABIN S.A.;-10517844.0;4688903.0;20032699.0
2022-12-31;LOCAWEB SERVIÇOS DE INTERNET S.A.;-624201.0;30281.0;1138433.0
2022-12-31;MANGELS INDUSTRIAL S.A.;-873266.0;258724.0;1017186.0
2022-12-31;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;-794633.0;125593.0;1029568.0
2022-12-31;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;-397019.0;216453.0;1092097.0
2022-12-31;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;-537194.0;37220.0;758626.0
2022-12-31;MOBLY S.A.;-382871.0;-89838.0;637059.0
2022-12-31;MOURA DUBEUX ENGENHARIA S/A;-533059.0;105057.0;799527.0
2022-12-31;MPM CORPÓREOS S.A.;-576519.0;-51366.0;906515.0
2022-12-31;OMEGA GERAÇÃO S.A.;-1767173.0;55306.0;2434033.0
2022-12-31;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;-438329.0;-143464.0;626224.0
2022-12-31;OSX BRASIL S.A.;-3226.0;-288421.0;35083.0
2022-12-31;PADTEC HOLDING S.A.;-248855.0;9754.0;365725.0
2022-12-31;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;-2504151.0;-2701084.0;2005986.0
2022-12-31;PBG S/A;-1251067.0;153105.0;2196681.0
2022-12-31;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;-1483961.0;50590.0;2834533.0
2022-12-31;PETRO RIO S.A.;-2106303.0;3427072.0;6363475.0
2022-12-31;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;-1062284.0;132566.0;1492205.0
2022-12-31;POSITIVO TECNOLOGIA S.A.;-3796478.0;306357.0;4993235.0
2022-12-31;PRINER SERVIÇOS INDUSTRIAIS S.A.;-614912.0;64934.0;813494.0
2022-12-31;PRÁTICA KLIMAQUIP INDÚSTRIA E COMÉRCIO S.A.;-138404.0;18008.0;248863.0
2022-12-31;QUALITY SOFTWARE S.A.;0.0;12649092.0;64077336.0
2022-12-31;RAIA DROGASIL S.A.;-20257912.0;1014968.0;29067380.0
2022-12-31;REDE D'OR SÃO LUIZ S.A.;-17785662.0;1262317.0;22987443.0
2022-12-31;REDE ENERGIA PARTICIPAÇÕES S.A.;-10756848.0;2036123.0;15119769.0
2022-12-31;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;-501394.0;31688.0;667091.0
2022-12-31;ROMI S.A.;-1083470.0;216096.0;1592302.0
2022-12-31;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;542.0;-442044.0;-37403.0
2022-12-31;RUMO S.A.;-6695148.0;514021.0;9841508.0
2022-12-31;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;-49247.0;115773.0;86582.0
2022-12-31;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;-1490718.0;-106872.0;1804323.0
2022-12-31;SER EDUCACIONAL S.A.;-842844.0;-222148.0;1676343.0
2022-12-31;SIMPAR S.A.;-16790620.0;940707.0;24381791.0
2022-12-31;SINQIA S.A.;-353524.0;17556.0;616472.0
2022-12-31;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;-860857.0;-89431.0;1080956.0
2022-12-31;SUZANO HOLDING S.A.;-24822824.0;23392406.0;49835599.0
